[2026/07/19 01:02:00:000   00   15000   13125   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trace
[2026/07/19 03:09:15:190   00   15000   09045   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:09:26:810   00   15000   14085   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:09:28:442   00   15000   04989   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:12:03:442   00   15000   17317   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:15:10:442   00   15000   19549   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 03:15:22:063   00   15000   07323   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:15:22:237   00   15000   17784   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:15:23:582   00   15000   05091   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:15:23:621   00   15000   08385   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:19:21:621   00   15000   05422   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:19:26:082   00   15000   06896   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 03:19:26:144   00   15000   08670   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 03:19:29:945   00   15000   04564   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 03:19:32:054   00   15000   09784   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:34:32:054   00   15000   09866   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:34:33:496   00   15000   18962   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:34:33:952   00   15000   08196   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:34:36:245   00   15000   16912   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trace
[2026/07/19 03:34:38:008   00   15000   12964   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:34:38:027   00   15000   10433   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 03:36:15:027   00   15000   11893   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:38:28:027   00   15000   19783   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:38:28:419   00   15000   19833   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:41:59:419   00   15000   10725   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:53:59:419   00   15000   13417   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:53:59:630   00   15000   15716   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:14:911   00   15000   14060   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:15:379   00   15000   04855   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:15:551   00   15000   06297   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trace
[2026/07/19 03:54:15:989   00   15000   10459   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 03:54:16:390   00   15000   16536   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 03:54:21:215   00   15000   15996   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:23:009   00   15000   01844   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:26:388   00   15000   11554   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 03:54:37:787   00   15000   09092   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:54:41:530   00   15000   18408   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:56:41:530   00   15000   15914   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:56:46:781   00   15000   04418   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_u
[2026/07/19 03:56:51:635   00   15000   15130   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:56:54:995   00   15000   18716   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 03:59:33:995   00   15000   10487   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:59:39:788   00   15000   14097   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:59:55:052   00   15000   17553   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 03:59:55:264   00   15000   13592   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 03:59:59:897   00   15000   02972   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:00:12:090   00   15000   09586   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:00:16:206   00   15000   06530   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:00:16:583   00   15000   01865   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:00:16:897   00   15000   07386   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:01:52:897   00   15000   06229   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:01:53:111   00   15000   04589   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:02:06:912   00   15000   14554   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 04:05:06:912   00   15000   19011   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:05:07:197   00   15000   06188   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:07:31:197   00   15000   08140   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:07:31:612   00   15000   15617   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:07:33:912   00   15000   19309   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:07:47:426   00   15000   06199   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:07:50:050   00   15000   17011   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:07:54:782   00   15000   08828   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:08:09:303   00   15000   01209   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:08:22:523   00   15000   13668   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:08:22:691   00   15000   02189   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:08:25:947   00   15000   07841   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:08:26:380   00   15000   09240   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 04:08:26:689   00   15000   04116   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:08:26:891   00   15000   07475   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 04:08:30:324   00   15000   03293   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:08:34:962   00   15000   12098   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:08:48:493   00   15000   09769   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:08:50:698   00   15000   12903   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:08:50:730   00   15000   13204   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:08:51:142   00   15000   10412   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:08:51:219   00   15000   03935   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:11:34:219   00   15000   05580   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 04:11:36:705   00   15000   13506   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_u
[2026/07/19 04:11:47:357   00   15000   05131   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:11:48:429   00   15000   18767   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endpo
[2026/07/19 04:12:01:585   00   15000   09579   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:12:01:720   00   15000   14169   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 04:12:02:176   00   15000   10526   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:14:44:176   00   15000   03032   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | mem_u
[2026/07/19 04:14:48:318   00   15000   11446   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:14:48:496   00   15000   16887   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:18:01:496   00   15000   04492   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:20:32:496   00   15000   19837   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:20:44:109   00   15000   19826   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:07:109   00   15000   06020   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:22:07:377   00   15000   14593   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:22:07:691   00   15000   12527   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:22:09:343   00   15000   14801   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:09:730   00   15000   04266   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:10:151   00   15000   09139   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:14:733   00   15000   18077   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=10
[2026/07/19 04:22:14:918   00   15000   16347   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:19:525   00   15000   19679   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:22:34:516   00   15000   11724   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=19
[2026/07/19 04:24:54:516   00   15000   08720   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:24:54:633   00   15000   14447   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | calle
[2026/07/19 04:25:09:439   00   15000   05224   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=17
[2026/07/19 04:25:09:756   00   15000   09451   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:25:11:275   00   15000   13447   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:25:11:599   00   15000   16568   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:25:22:058   00   15000   04300   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:25:27:483   00   15000   02291   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_i
[2026/07/19 04:25:37:614   00   15000   02126   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:43:392   00   15000   13315   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:25:43:525   00   15000   18977   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:44:006   00   15000   15274   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:44:108   00   15000   19383   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:44:171   00   15000   15546   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:58:463   00   15000   14187   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:25:58:776   00   15000   10707   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:26:04:370   00   15000   18247   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:05:590   00   15000   06460   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:09:184   00   15000   17460   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:26:12:174   00   15000   07669   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:26:16:888   00   15000   16160   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:17:271   00   15000   08926   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:22:679   00   15000   01773   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:22:884   00   15000   15500   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:37:544   00   15000   13062   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:37:725   00   15000   10300   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:26:50:158   00   15000   08006   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:26:54:427   00   15000   06059   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:26:57:501   00   15000   04637   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:26:59:133   00   15000   07762   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:27:03:056   00   15000   08209   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:29:28:056   00   15000   14471   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:29:30:044   00   15000   14173   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:29:34:348   00   15000   07144   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:29:34:821   00   15000   12705   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:29:48:756   00   15000   02799   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:30:00:575   00   15000   10646   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 04:30:14:561   00   15000   19692   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:30:16:688   00   15000   17512   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:30:17:020   00   15000   18478   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:32:36:020   00   15000   12133   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:32:37:221   00   15000   16694   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 04:32:37:649   00   15000   08044   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:32:38:092   00   15000   04168   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:32:38:198   00   15000   11243   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:34:39:198   00   15000   16248   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 04:34:39:418   00   15000   18023   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:34:39:902   00   15000   14491   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:34:43:546   00   15000   19041   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 04:34:53:769   00   15000   10137   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:36:03:769   00   15000   19165   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:36:08:956   00   15000   01315   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:36:13:488   00   15000   18575   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:36:13:868   00   15000   09798   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 04:36:13:923   00   15000   10955   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:46:13:923   00   15000   13858   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 04:46:14:049   00   15000   09490   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:46:16:259   00   15000   02382   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 04:46:21:369   00   15000   12179   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 04:46:27:308   00   15000   15006   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
