[2026/07/19 01:02:00:000   00   15000   01361   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e8bb1f881a
[2026/07/19 04:21:21:435   00   15000   18987   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 04:21:21:591   00   15000   06872   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=377a08bce1
[2026/07/19 04:21:26:492   00   15000   04444   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=14400b392d
[2026/07/19 04:21:26:980   00   15000   19842   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3b7710ee9b
[2026/07/19 04:21:30:158   00   15000   01954   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0e083e0640
[2026/07/19 04:21:30:597   00   15000   15923   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=db8f7ab48a
[2026/07/19 04:21:42:998   00   15000   11166   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 c
[2026/07/19 04:24:56:998   00   15000   10698   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1dc9363644
[2026/07/19 04:24:57:064   00   15000   13113   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e3dbb6b2e1
[2026/07/19 04:24:57:441   00   15000   17870   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cpu_
[2026/07/19 04:27:07:441   00   15000   19133   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=900687288e
[2026/07/19 04:27:10:649   00   15000   14931   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=79%     
[2026/07/19 04:27:10:978   00   15000   17302   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0e066091ab
[2026/07/19 04:27:16:181   00   15000   02864   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 04:27:21:606   00   15000   18936   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4bad9a5ed9
[2026/07/19 04:27:21:975   00   15000   01321   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=7f14bbc4ff
[2026/07/19 04:29:36:975   00   15000   09596   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a7297fca2f
[2026/07/19 04:29:37:019   00   15000   13977   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=17%     
[2026/07/19 04:29:39:169   00   15000   01039   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3a8c23e2c1
[2026/07/19 04:29:52:605   00   15000   06896   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4995a20616
[2026/07/19 04:33:23:605   00   15000   07080   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 04:33:25:555   00   15000   18153   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5e28a9ab44
[2026/07/19 04:33:25:580   00   15000   14279   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=073e8c9a9d
[2026/07/19 04:33:25:724   00   15000   15897   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 04:33:25:785   00   15000   01744   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=6db7c83ac5
[2026/07/19 04:33:31:044   00   15000   15762   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=79b42f03d6
[2026/07/19 04:33:31:054   00   15000   15285   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d17d8d5623
[2026/07/19 04:33:34:102   00   15000   05176   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3745edf3db
[2026/07/19 04:33:34:550   00   15000   16397   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=61% mem_
[2026/07/19 04:33:37:073   00   15000   09181   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=94b94049b4
[2026/07/19 04:33:51:733   00   15000   01117   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=39%     
[2026/07/19 04:33:53:687   00   15000   04613   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 04:44:53:687   00   15000   09929   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=78% mem_
[2026/07/19 04:45:06:109   00   15000   06833   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 04:45:10:770   00   15000   06282   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 e
[2026/07/19 04:45:14:715   00   15000   09445   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5e7ffed0d5
[2026/07/19 04:45:15:215   00   15000   05787   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=57%     
[2026/07/19 04:59:15:215   00   15000   10332   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=677625af3f
[2026/07/19 04:59:26:138   00   15000   07690   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=61fbe44735
[2026/07/19 04:59:41:893   00   15000   13389   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 05:02:55:893   00   15000   18390   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d3f477c321
[2026/07/19 05:02:55:923   00   15000   03809   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=WebService
[2026/07/19 05:04:23:923   00   15000   08030   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12     
[2026/07/19 05:04:24:129   00   15000   12974   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=WebService
[2026/07/19 05:04:25:281   00   15000   03226   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=372b760469
[2026/07/19 05:04:25:605   00   15000   09847   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=29bdba0fe2
[2026/07/19 05:04:26:034   00   15000   19493   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=072ac9b337
[2026/07/19 05:06:48:034   00   15000   07323   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | trace_id=bab9f4d8
[2026/07/19 05:06:48:156   00   15000   05321   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 m
[2026/07/19 05:06:53:998   00   15000   17856   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d4c23011a0
[2026/07/19 05:06:55:480   00   15000   17721   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=ConfigMana
[2026/07/19 05:07:01:299   00   15000   09170   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/metrics
[2026/07/19 05:07:04:861   00   15000   09994   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5ffda011bd
[2026/07/19 05:07:04:953   00   15000   10432   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=TomcatAcce
[2026/07/19 05:07:05:269   00   15000   04568   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0933d1fd71
[2026/07/19 05:07:05:277   00   15000   05288   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 c
[2026/07/19 05:07:07:033   00   15000   16698   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 05:07:07:505   00   15000   03773   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1c9a4fd1fb
[2026/07/19 05:07:10:699   00   15000   16971   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=ac32773254
[2026/07/19 05:07:13:107   00   15000   15192   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/metrics
[2026/07/19 05:07:23:770   00   15000   09715   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=cfbeb0cf40
[2026/07/19 05:07:27:508   00   15000   13429   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a529c48eeb
[2026/07/19 05:07:30:879   00   15000   17360   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a80fbab7c6
[2026/07/19 05:07:31:163   00   15000   13502   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=87%     
[2026/07/19 05:07:43:149   00   15000   08504   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=ConfigMana
[2026/07/19 05:07:43:590   00   15000   08015   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2/
[2026/07/19 05:10:51:590   00   15000   13113   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=DbConnecto
[2026/07/19 05:10:54:658   00   15000   11640   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=fdb5118281
[2026/07/19 05:10:56:495   00   15000   14279   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2/
[2026/07/19 05:13:44:495   00   15000   11153   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b9d9026c81
[2026/07/19 05:13:44:557   00   15000   06944   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=670e761ccb
[2026/07/19 05:13:50:429   00   15000   11129   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 call
[2026/07/19 05:16:48:429   00   15000   12605   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=edf6f97397
[2026/07/19 05:16:58:600   00   15000   11131   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 05:17:02:738   00   15000   09233   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=BackupAgen
[2026/07/19 05:17:02:777   00   15000   07300   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 c
[2026/07/19 05:17:13:254   00   15000   17606   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=ConfigMana
[2026/07/19 05:17:13:595   00   15000   02782   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c37b741a43
[2026/07/19 05:17:13:675   00   15000   06458   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 05:17:17:760   00   15000   07899   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 e
[2026/07/19 05:17:17:780   00   15000   03179   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3aa306b423
[2026/07/19 05:20:32:780   00   15000   16850   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e7d2f5769b
[2026/07/19 05:20:36:728   00   15000   02206   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f643bf9305
[2026/07/19 05:20:36:963   00   15000   15930   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=6b2516729c
[2026/07/19 05:20:41:404   00   15000   09010   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=be79a97b2f
[2026/07/19 05:20:43:361   00   15000   01798   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e261e82543
[2026/07/19 05:20:43:750   00   15000   15917   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=95c0e0a8bc
[2026/07/19 05:20:48:572   00   15000   11106   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 e
[2026/07/19 05:20:48:680   00   15000   17356   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=617c7be73a
[2026/07/19 05:20:48:731   00   15000   18945   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2
[2026/07/19 05:20:54:585   00   15000   18695   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f01c5bcb1
[2026/07/19 05:20:56:222   00   15000   18854   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f9fdec19b
[2026/07/19 05:20:58:716   00   15000   10009   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:21:14:589   00   15000   02768   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f3d3bbeca
[2026/07/19 05:21:17:771   00   15000   05182   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 05:21:18:106   00   15000   03739   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=64%    
[2026/07/19 05:22:46:106   00   15000   06167   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0dc1e3d01
[2026/07/19 05:22:46:360   00   15000   06661   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 05:22:46:775   00   15000   07789   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=BackupAge
[2026/07/19 05:22:50:297   00   15000   15842   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 05:22:50:588   00   15000   16623   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2
[2026/07/19 05:23:03:027   00   15000   18576   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 05:23:03:112   00   15000   19411   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bee944cc8
[2026/07/19 05:23:05:935   00   15000   15176   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=82a0e15ee
[2026/07/19 05:23:09:258   00   15000   19498   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=99890fcd8
[2026/07/19 05:23:09:459   00   15000   17753   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=52%    
[2026/07/19 05:23:09:776   00   15000   16735   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b4e2542a8
[2026/07/19 05:23:12:876   00   15000   03387   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 05:23:13:072   00   15000   16770   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=ce2ef8cbd
[2026/07/19 05:23:17:003   00   15000   08707   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cpu
[2026/07/19 05:23:18:153   00   15000   18194   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a32273b29
[2026/07/19 05:23:22:271   00   15000   08287   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=TomcatAcc
[2026/07/19 05:23:24:437   00   15000   07714   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 05:23:24:705   00   15000   11433   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 05:23:25:074   00   15000   07231   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 05:23:37:697   00   15000   10806   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 05:23:37:710   00   15000   12851   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:23:38:036   00   15000   16386   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=95230b43a
[2026/07/19 05:23:38:482   00   15000   14793   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=db6bb2677
[2026/07/19 05:23:44:006   00   15000   03862   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 05:23:45:502   00   15000   04290   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:23:49:107   00   15000   18260   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=283ae058a
[2026/07/19 05:30:49:107   00   15000   08910   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=834c706fe
[2026/07/19 05:30:54:213   00   15000   16153   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:30:54:687   00   15000   15411   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=7a4303e7f
[2026/07/19 05:31:00:118   00   15000   18021   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d3e787267
[2026/07/19 05:31:04:196   00   15000   07897   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=dd2df329e
[2026/07/19 05:31:08:331   00   15000   13262   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 05:31:08:462   00   15000   05140   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cal
[2026/07/19 05:31:22:565   00   15000   11751   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f020b1e4a
[2026/07/19 05:31:24:409   00   15000   18149   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0c17c7050
[2026/07/19 05:31:36:843   00   15000   10685   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bd0328b0f
[2026/07/19 05:31:41:051   00   15000   02567   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=26e4c2d23
[2026/07/19 05:34:28:051   00   15000   08758   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=16dba3219
[2026/07/19 05:34:28:311   00   15000   06643   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 05:34:28:630   00   15000   11415   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c87f0b324
[2026/07/19 05:36:07:630   00   15000   08152   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=ba7ff077e
[2026/07/19 05:36:07:709   00   15000   02985   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:36:07:874   00   15000   16788   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=ff6d04414
[2026/07/19 05:36:13:608   00   15000   01267   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 05:36:13:626   00   15000   17714   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=9d3e6444f
[2026/07/19 05:36:19:383   00   15000   13916   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 05:36:19:576   00   15000   04564   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/metric
[2026/07/19 05:36:25:024   00   15000   13048   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=20f70bcee
[2026/07/19 05:36:25:410   00   15000   17288   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4136f1c33
